order_id,order_date,year,month,month_name,quarter,customer_id,customer_segment,age_group,gender,country,region,city,sales_channel,traffic_source,category,sub_category,product_name,payment_method,shipping_method,campaign,quantity,unit_price_egp,discount_pct,revenue_egp,cost_egp,profit_egp,profit_margin,delivery_days,customer_rating,returned,website_visits_before_purchase
ORD-013780,2024-01-03,2024,1,January,Q1,CUST-02795,Young Professional,18-24,Male,Egypt,Alexandria Coast,Marsa Matruh,Online Store,Social Media,Fashion,Handbag,Handbag Model C,Wallet,Standard,No Campaign,5,3300.36,0,16501.8,10396.36,6105.44,0.37,7,3.9,No,3
ORD-013781,2025-02-11,2025,2,February,Q1,CUST-00470,Premium,25-34,Female,Egypt,Upper Egypt,Aswan,Marketplace,Social Media,Beauty,Perfume,Perfume Model A,Debit Card,Express,No Campaign,2,2787.91,0.022,5453.27,2589.72,2863.55,0.5251,3,3.4,No,4
ORD-013782,2024-03-25,2024,3,March,Q1,CUST-00562,Young Professional,25-34,Female,Egypt,Upper Egypt,Aswan,Online Store,Direct,Fashion,Sneakers,Sneakers Model C,Credit Card,Standard,No Campaign,5,2178.02,0.0477,10370.88,5973.59,4397.29,0.424,4,3.8,No,3
ORD-013783,2024-04-13,2024,4,April,Q2,CUST-04251,Corporate,45-54,Male,Egypt,Upper Egypt,Qena,Online Store,Search Engine,Fashion,Sneakers,Sneakers Model A,Bank Transfer,Same Day,Ramadan Sale,3,4061.95,0.0988,10981.78,5494.48,5487.3,0.4997,0,5,No,1
ORD-013784,2024-11-16,2024,11,November,Q4,CUST-02619,Family,25-34,Male,Egypt,Greater Cairo,6th of October,Physical Store,Direct,Books & Stationery,School Backpack,School Backpack Model Max,Debit Card,Store Pickup,No Campaign,5,2228.35,0.0597,10476.82,5448.81,5028.01,0.4799,2,3.9,No,0
ORD-013785,2025-06-26,2025,6,June,Q2,CUST-04853,Student,18-24,Female,Egypt,Alexandria Coast,Marsa Matruh,Marketplace,Social Media,Books & Stationery,Notebook Pack,Notebook Pack Model C,Debit Card,Standard,Summer Offers,3,158.3,0.1583,399.73,225.1,174.63,0.4369,3,4.5,No,2
ORD-013786,2025-08-03,2025,8,August,Q3,CUST-03945,Family,25-34,Male,Egypt,Greater Cairo,Cairo,Mobile App,Paid Ads,Sports,Fitness Tracker,Fitness Tracker Model Max,Wallet,Store Pickup,Back to School,1,4472.66,0.0625,4193.19,2163.58,2029.61,0.484,1,4.4,No,2
ORD-013787,2024-05-31,2024,5,May,Q2,CUST-01032,Young Professional,25-34,Female,Egypt,Greater Cairo,6th of October,Physical Store,Search Engine,Books & Stationery,Pen Set,Pen Set Model Max,Debit Card,Store Pickup,No Campaign,5,179.55,0.0086,890.06,428.57,461.49,0.5185,2,5,No,0
ORD-013788,2025-12-27,2025,12,December,Q4,CUST-02108,Corporate,55+,Female,Egypt,Delta,Tanta,Mobile App,Email,Electronics,Headphones,Headphones Model Pro,Debit Card,Standard,New Year Deals,1,1028.06,0.079,946.82,752.75,194.07,0.205,6,4.4,No,2
ORD-013789,2024-07-22,2024,7,July,Q3,CUST-02596,Family,25-34,Female,Egypt,Delta,Zagazig,Online Store,Direct,Electronics,Power Bank,Power Bank Model B,Wallet,Same Day,Summer Offers,1,1186.72,0.1285,1034.24,817.42,216.82,0.2096,1,4.3,No,3
ORD-013790,2024-06-30,2024,6,June,Q2,CUST-04062,Family,35-44,Male,Egypt,Greater Cairo,New Cairo,Online Store,Search Engine,Books & Stationery,Programming Book,Programming Book Model Pro,Credit Card,Standard,No Campaign,4,1137.83,0.0416,4361.85,2687.44,1674.41,0.3839,5,3.8,No,1
ORD-013791,2025-03-08,2025,3,March,Q1,CUST-01240,Young Professional,25-34,Female,Egypt,Alexandria Coast,Marsa Matruh,Marketplace,Direct,Home & Kitchen,Blender,Blender Model A,Cash,Express,Ramadan Sale,1,5109.7,0.183,4174.67,2773.72,1400.95,0.3356,1,4.7,No,3
ORD-013792,2024-03-17,2024,3,March,Q1,CUST-03402,Corporate,25-34,Male,Egypt,Greater Cairo,Giza,Mobile App,Email,Electronics,Tablet,Tablet Model A,Cash,Express,Ramadan Sale,1,12523.11,0.1192,11030.62,9072.01,1958.61,0.1776,1,3.9,No,5
ORD-013793,2025-10-09,2025,10,October,Q4,CUST-02851,Young Professional,25-34,Male,Egypt,Alexandria Coast,Alexandria,Mobile App,Search Engine,Electronics,Smartphone,Smartphone Model Pro,Credit Card,Standard,No Campaign,1,13134.12,0.0377,12638.96,9576.58,3062.38,0.2423,3,4.3,No,2
ORD-013794,2024-11-12,2024,11,November,Q4,CUST-01328,Corporate,55+,Female,Egypt,Greater Cairo,Giza,Physical Store,Search Engine,Home & Kitchen,Coffee Machine,Coffee Machine Model A,Cash,Store Pickup,Black Friday,1,12785.98,0.181,10472.04,7169.76,3302.28,0.3153,2,4.2,No,0
ORD-013795,2025-03-28,2025,3,March,Q1,CUST-01169,Family,35-44,Female,Egypt,Greater Cairo,Cairo,Online Store,Social Media,Sports,Dumbbell Set,Dumbbell Set Model C,Credit Card,Standard,No Campaign,1,5887.2,0.0026,5871.93,3352.04,2519.89,0.4291,8,4.1,No,3
ORD-013796,2025-01-10,2025,1,January,Q1,CUST-00681,Student,18-24,Female,Egypt,Alexandria Coast,Borg El Arab,Physical Store,Search Engine,Electronics,Headphones,Headphones Model Max,Debit Card,Store Pickup,No Campaign,1,2631.12,0.0522,2493.8,1854.25,639.55,0.2565,0,5,No,0
ORD-013797,2024-12-02,2024,12,December,Q4,CUST-02743,Premium,45-54,Female,Egypt,Greater Cairo,Cairo,Mobile App,Social Media,Books & Stationery,Programming Book,Programming Book Model B,Debit Card,Standard,No Campaign,1,871.91,0.0065,866.21,512.27,353.94,0.4086,4,5,No,3
ORD-013798,2024-07-28,2024,7,July,Q3,CUST-04308,Student,18-24,Female,Egypt,Delta,Tanta,Physical Store,Search Engine,Electronics,Smart Watch,Smart Watch Model B,Credit Card,Store Pickup,No Campaign,1,8610.02,0.0238,8405.02,6605.17,1799.85,0.2141,2,4.4,No,0
ORD-013799,2025-05-28,2025,5,May,Q2,CUST-04757,Corporate,35-44,Male,Egypt,Alexandria Coast,Borg El Arab,Marketplace,Direct,Home & Kitchen,Microwave,Microwave Model Max,Wallet,Standard,No Campaign,1,5149.74,0,5149.74,3500.24,1649.5,0.3203,5,4.2,No,2
ORD-013800,2025-10-02,2025,10,October,Q4,CUST-01426,Young Professional,25-34,Male,Egypt,Delta,Tanta,Physical Store,Search Engine,Electronics,Power Bank,Power Bank Model B,Wallet,Store Pickup,No Campaign,1,949.79,0.0076,942.58,773.68,168.9,0.1792,1,3.3,Yes,0
ORD-013801,2025-01-20,2025,1,January,Q1,CUST-03425,Premium,55+,Male,Egypt,Alexandria Coast,Borg El Arab,Online Store,Search Engine,Electronics,Power Bank,Power Bank Model C,Cash,Express,New Year Deals,1,1345.13,0.1209,1182.46,962.23,220.23,0.1862,2,4.3,No,1
ORD-013802,2024-03-21,2024,3,March,Q1,CUST-01930,Family,25-34,Female,Egypt,Greater Cairo,6th of October,Marketplace,Search Engine,Beauty,Skincare Set,Skincare Set Model A,Debit Card,Express,No Campaign,2,1272.94,0,2545.88,1132.55,1413.33,0.5551,1,4.6,No,3
ORD-013803,2024-07-19,2024,7,July,Q3,CUST-00274,Corporate,25-34,Female,Egypt,Alexandria Coast,Alexandria,Mobile App,Search Engine,Electronics,Tablet,Tablet Model A,Credit Card,Standard,No Campaign,1,28797.86,0.0804,26481.71,20663.51,5818.2,0.2197,7,4.2,No,2
ORD-013804,2025-06-04,2025,6,June,Q2,CUST-04003,Young Professional,18-24,Female,Egypt,Delta,Damietta,Online Store,Social Media,Home & Kitchen,Cookware Set,Cookware Set Model A,Wallet,Same Day,Summer Offers,1,5204.15,0.042,4985.51,3492.32,1493.19,0.2995,0,4.9,No,8
ORD-013805,2025-02-18,2025,2,February,Q1,CUST-02129,Premium,45-54,Female,Egypt,Delta,Mansoura,Online Store,Paid Ads,Home & Kitchen,Coffee Machine,Coffee Machine Model Pro,Credit Card,Standard,No Campaign,1,21252.01,0.0455,20286.07,14795.8,5490.27,0.2706,5,2.5,Yes,4
ORD-013806,2024-06-16,2024,6,June,Q2,CUST-03890,Family,25-34,Female,Egypt,Delta,Mansoura,Mobile App,Search Engine,Home & Kitchen,Coffee Machine,Coffee Machine Model Max,Wallet,Standard,Summer Offers,1,11635.99,0.0585,10955.74,6634.48,4321.26,0.3944,4,4.0,No,1
ORD-013807,2024-09-05,2024,9,September,Q3,CUST-02892,Family,25-34,Female,Egypt,Alexandria Coast,Borg El Arab,Physical Store,Direct,Books & Stationery,Desk Organizer,Desk Organizer Model B,Wallet,Store Pickup,No Campaign,4,290.02,0.1021,1041.68,553.97,487.71,0.4682,1,3.3,Yes,0
ORD-013808,2025-07-11,2025,7,July,Q3,CUST-01004,Young Professional,25-34,Male,Egypt,Delta,Zagazig,Online Store,Direct,Home & Kitchen,Blender,Blender Model B,Cash,Standard,Summer Offers,1,2943.57,0.0953,2663.18,1786.64,876.54,0.3291,6,4.5,No,6
ORD-013809,2024-01-01,2024,1,January,Q1,CUST-01561,Student,35-44,Female,Egypt,Canal & Sinai,Sharm El Sheikh,Online Store,Paid Ads,Beauty,Makeup Kit,Makeup Kit Model Lite,Bank Transfer,Same Day,New Year Deals,1,2475.99,0.046,2362.19,1013.95,1348.24,0.5708,1,4.8,No,2
ORD-013810,2024-03-08,2024,3,March,Q1,CUST-00769,Student,18-24,Male,Egypt,Greater Cairo,Cairo,Online Store,Email,Home & Kitchen,Blender,Blender Model Pro,Wallet,Standard,Ramadan Sale,2,1858.65,0.203,2962.75,2147.17,815.58,0.2753,3,2.8,Yes,3
ORD-013811,2024-06-12,2024,6,June,Q2,CUST-04109,Student,18-24,Female,Egypt,Delta,Tanta,Mobile App,Email,Electronics,Tablet,Tablet Model Pro,Bank Transfer,Standard,No Campaign,1,10956.34,0,10956.34,8926.25,2030.09,0.1853,5,4.7,No,2
ORD-013812,2025-06-04,2025,6,June,Q2,CUST-02504,Premium,25-34,Female,Egypt,Greater Cairo,Giza,Marketplace,Paid Ads,Sports,Running Shoes,Running Shoes Model A,Cash,Standard,No Campaign,1,5581.05,0,5581.05,3642.45,1938.6,0.3474,8,4.7,No,7
ORD-013813,2025-04-08,2025,4,April,Q2,CUST-02427,Family,35-44,Male,Egypt,Greater Cairo,Giza,Mobile App,Direct,Home & Kitchen,Cookware Set,Cookware Set Model A,Cash,Express,Ramadan Sale,2,5511.86,0.1516,9353.05,5936.8,3416.25,0.3653,1,4.6,No,2
ORD-013814,2024-02-25,2024,2,February,Q1,CUST-03296,Family,35-44,Female,Egypt,Greater Cairo,Cairo,Online Store,Referral,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner Model Pro,Debit Card,Standard,No Campaign,2,14907.51,0,29815.02,17693.25,12121.77,0.4066,7,3.4,No,1
ORD-013815,2025-05-05,2025,5,May,Q2,CUST-01786,Premium,25-34,Female,Egypt,Upper Egypt,Sohag,Marketplace,Search Engine,Electronics,Smartphone,Smartphone Model Max,Cash,Store Pickup,No Campaign,1,25326.17,0.0219,24771.54,19286.93,5484.61,0.2214,1,4.9,No,3
ORD-013816,2025-04-08,2025,4,April,Q2,CUST-04731,Family,25-34,Male,Egypt,Alexandria Coast,Alexandria,Online Store,Social Media,Books & Stationery,Desk Organizer,Desk Organizer Model Pro,Debit Card,Standard,Ramadan Sale,5,342.62,0.0787,1578.32,866.24,712.08,0.4512,4,4.4,No,3
ORD-013817,2025-06-04,2025,6,June,Q2,CUST-01798,Corporate,45-54,Male,Egypt,Canal & Sinai,Port Said,Mobile App,Search Engine,Electronics,Smart Watch,Smart Watch Model Lite,Credit Card,Standard,No Campaign,2,8751.77,0.0539,16559.58,13071.93,3487.65,0.2106,5,4.7,No,4
ORD-013818,2024-11-19,2024,11,November,Q4,CUST-03176,Young Professional,35-44,Male,Egypt,Greater Cairo,6th of October,Physical Store,Direct,Electronics,Power Bank,Power Bank Model Max,Wallet,Express,Black Friday,1,1873.97,0.1707,1554.08,1189.52,364.56,0.2346,3,4.9,No,0
ORD-013819,2025-11-15,2025,11,November,Q4,CUST-00334,Young Professional,18-24,Female,Egypt,Upper Egypt,Aswan,Mobile App,Search Engine,Sports,Running Shoes,Running Shoes Model B,Credit Card,Express,Black Friday,5,4526.82,0.1634,18935.23,12610.03,6325.2,0.334,2,4.6,No,1
ORD-013820,2024-10-04,2024,10,October,Q4,CUST-02304,Family,25-34,Male,Egypt,Alexandria Coast,Borg El Arab,Mobile App,Paid Ads,Books & Stationery,Pen Set,Pen Set Model C,Bank Transfer,Store Pickup,No Campaign,4,55.79,0,223.16,123.72,99.44,0.4456,1,4.1,No,4
ORD-013821,2025-09-17,2025,9,September,Q3,CUST-01692,Young Professional,25-34,Female,Egypt,Upper Egypt,Aswan,Online Store,Social Media,Sports,Fitness Tracker,Fitness Tracker Model A,Wallet,Standard,No Campaign,2,2277.55,0,4555.1,2504.77,2050.33,0.4501,7,4.1,No,2
ORD-013822,2025-06-27,2025,6,June,Q2,CUST-03527,Student,35-44,Male,Egypt,Upper Egypt,Assiut,Mobile App,Paid Ads,Beauty,Makeup Kit,Makeup Kit Model Lite,Bank Transfer,Standard,No Campaign,1,527.35,0.0173,518.21,245.41,272.8,0.5264,4,5,No,5
ORD-013823,2025-09-13,2025,9,September,Q3,CUST-00712,Family,35-44,Male,Egypt,Alexandria Coast,Alexandria,Physical Store,Direct,Beauty,Hair Dryer,Hair Dryer Model Pro,Debit Card,Store Pickup,Back to School,1,1583.76,0.1142,1402.92,763.17,639.75,0.456,2,3.8,No,0
ORD-013824,2025-07-02,2025,7,July,Q3,CUST-02748,Student,18-24,Male,Egypt,Greater Cairo,Giza,Mobile App,Direct,Fashion,Jacket,Jacket Model Max,Cash,Express,Summer Offers,1,4002.24,0.0727,3711.37,2001.7,1709.67,0.4607,1,4.8,No,6
ORD-013825,2024-01-06,2024,1,January,Q1,CUST-00149,Student,25-34,Female,Egypt,Upper Egypt,Qena,Marketplace,Social Media,Books & Stationery,Notebook Pack,Notebook Pack Model A,Credit Card,Standard,No Campaign,1,182.44,0.0265,177.61,109.72,67.89,0.3822,7,4.0,No,3
ORD-013826,2025-10-22,2025,10,October,Q4,CUST-04808,Family,45-54,Female,Egypt,Delta,Mansoura,Physical Store,Direct,Beauty,Sunscreen,Sunscreen Model C,Bank Transfer,Store Pickup,No Campaign,4,935.99,0.0574,3529.12,1768.75,1760.37,0.4988,2,4.4,No,0
ORD-013827,2025-07-06,2025,7,July,Q3,CUST-04160,Young Professional,25-34,Male,Egypt,Alexandria Coast,Alexandria,Marketplace,Social Media,Books & Stationery,Pen Set,Pen Set Model A,Debit Card,Standard,No Campaign,4,205.18,0.0764,758.03,408.85,349.18,0.4606,5,3.1,No,4
ORD-013828,2025-09-02,2025,9,September,Q3,CUST-00741,Premium,25-34,Male,Egypt,Greater Cairo,Giza,Online Store,Social Media,Electronics,Power Bank,Power Bank Model Max,Cash,Express,Back to School,1,729.95,0.1552,616.66,469.2,147.46,0.2391,2,4.1,No,3
ORD-013829,2024-04-06,2024,4,April,Q2,CUST-00283,Young Professional,35-44,Male,Egypt,Greater Cairo,New Cairo,Mobile App,Referral,Sports,Running Shoes,Running Shoes Model Max,Bank Transfer,Express,No Campaign,2,6044.78,0.0,12089.05,6518.27,5570.78,0.4608,1,5,No,3
ORD-013830,2024-12-12,2024,12,December,Q4,CUST-02881,Young Professional,18-24,Female,Egypt,Alexandria Coast,Alexandria,Mobile App,Search Engine,Electronics,Headphones,Headphones Model B,Debit Card,Store Pickup,No Campaign,1,3180.25,0.0206,3114.82,2294.31,820.51,0.2634,2,5,No,4
ORD-013831,2024-02-03,2024,2,February,Q1,CUST-00218,Young Professional,18-24,Male,Egypt,Alexandria Coast,Marsa Matruh,Online Store,Search Engine,Sports,Dumbbell Set,Dumbbell Set Model C,Cash,Express,No Campaign,3,5347.95,0.0273,15605.6,8123.98,7481.62,0.4794,2,4.5,No,3
ORD-013832,2025-09-03,2025,9,September,Q3,CUST-01690,Family,35-44,Male,Egypt,Greater Cairo,Giza,Physical Store,Social Media,Electronics,Smartphone,Smartphone Model Max,Credit Card,Store Pickup,No Campaign,1,35189.85,0.0115,34784.49,26077.93,8706.56,0.2503,0,5,No,0
ORD-013833,2025-10-13,2025,10,October,Q4,CUST-04665,Premium,25-34,Male,Egypt,Greater Cairo,Giza,Physical Store,Referral,Sports,Football,Football Model Lite,Cash,Store Pickup,No Campaign,1,1048.16,0,1048.16,603.72,444.44,0.424,2,3.7,No,0
ORD-013834,2025-04-24,2025,4,April,Q2,CUST-04745,Family,35-44,Male,Egypt,Upper Egypt,Assiut,Physical Store,Paid Ads,Fashion,Dress,Dress Model Lite,Credit Card,Store Pickup,Ramadan Sale,2,2599.75,0.0854,4755.61,2741.5,2014.11,0.4235,0,3.8,No,0
ORD-013835,2024-05-11,2024,5,May,Q2,CUST-01884,Premium,35-44,Female,Egypt,Greater Cairo,Giza,Physical Store,Social Media,Home & Kitchen,Coffee Machine,Coffee Machine Model Lite,Cash,Store Pickup,No Campaign,1,11050.95,0.0645,10337.7,6144.15,4193.55,0.4057,0,4.3,No,0
ORD-013836,2024-05-12,2024,5,May,Q2,CUST-01282,Premium,35-44,Female,Egypt,Alexandria Coast,Alexandria,Online Store,Paid Ads,Fashion,Handbag,Handbag Model Pro,Debit Card,Express,No Campaign,4,2114.4,0.0277,8223.0,4561.17,3661.83,0.4453,2,5,No,5
ORD-013837,2024-11-08,2024,11,November,Q4,CUST-00447,Family,35-44,Female,Egypt,Greater Cairo,New Cairo,Physical Store,Social Media,Fashion,Jeans,Jeans Model Lite,Debit Card,Store Pickup,Black Friday,2,1640.78,0.1552,2772.24,1597.16,1175.08,0.4239,0,5,No,0
ORD-013838,2024-06-09,2024,6,June,Q2,CUST-02269,Student,18-24,Female,Egypt,Greater Cairo,New Cairo,Physical Store,Search Engine,Fashion,Handbag,Handbag Model B,Wallet,Store Pickup,No Campaign,2,1219.17,0.0253,2376.67,1470.28,906.39,0.3814,2,4.1,Yes,0
ORD-013839,2024-12-06,2024,12,December,Q4,CUST-01170,Student,18-24,Female,Egypt,Greater Cairo,Giza,Mobile App,Social Media,Beauty,Perfume,Perfume Model Lite,Cash,Same Day,New Year Deals,5,2142.9,0.0971,9674.01,4576.21,5097.8,0.527,1,4.8,No,3
ORD-013840,2024-12-08,2024,12,December,Q4,CUST-02075,Student,18-24,Male,Egypt,Canal & Sinai,Port Said,Mobile App,Social Media,Books & Stationery,Notebook Pack,Notebook Pack Model Pro,Debit Card,Express,New Year Deals,1,146.72,0.0953,132.74,70.02,62.72,0.4725,1,4.1,No,4
ORD-013841,2025-12-13,2025,12,December,Q4,CUST-04249,Young Professional,25-34,Female,Egypt,Delta,Mansoura,Online Store,Social Media,Electronics,Smartphone,Smartphone Model Max,Bank Transfer,Standard,New Year Deals,1,20542.68,0.0904,18686.63,15654.82,3031.81,0.1622,6,4.9,No,4
ORD-013842,2025-01-01,2025,1,January,Q1,CUST-03198,Family,35-44,Male,Egypt,Delta,Damietta,Online Store,Referral,Beauty,Makeup Kit,Makeup Kit Model A,Debit Card,Store Pickup,New Year Deals,1,3023.3,0.1005,2719.41,1470.43,1248.98,0.4593,0,4.6,No,1
ORD-013843,2025-06-03,2025,6,June,Q2,CUST-03880,Family,25-34,Female,Egypt,Greater Cairo,New Cairo,Physical Store,Social Media,Home & Kitchen,Microwave,Microwave Model Lite,Cash,Store Pickup,No Campaign,2,5447.27,0.0425,10431.7,7699.37,2732.33,0.2619,0,5,No,0
ORD-013844,2024-09-15,2024,9,September,Q3,CUST-02277,Family,25-34,Female,Egypt,Alexandria Coast,Alexandria,Mobile App,Direct,Sports,Running Shoes,Running Shoes Model Max,Credit Card,Standard,No Campaign,2,3035.87,0,6071.74,3689.29,2382.45,0.3924,4,4.4,No,5
ORD-013845,2024-05-06,2024,5,May,Q2,CUST-01600,Premium,25-34,Male,Egypt,Greater Cairo,6th of October,Mobile App,Search Engine,Fashion,Jacket,Jacket Model A,Cash,Standard,No Campaign,1,1549.27,0.0813,1423.34,912.64,510.7,0.3588,7,4.0,No,1
ORD-013846,2024-05-28,2024,5,May,Q2,CUST-01987,Corporate,35-44,Female,Egypt,Canal & Sinai,Suez,Mobile App,Search Engine,Sports,Dumbbell Set,Dumbbell Set Model Pro,Bank Transfer,Same Day,No Campaign,3,3871.72,0.0482,11055.12,7180.47,3874.65,0.3505,0,4.1,No,3
ORD-013847,2024-10-18,2024,10,October,Q4,CUST-03716,Premium,45-54,Female,Egypt,Greater Cairo,New Cairo,Mobile App,Social Media,Fashion,Jacket,Jacket Model C,Cash,Standard,No Campaign,1,4991.01,0.0433,4774.82,2704.5,2070.32,0.4336,4,4.1,No,5
ORD-013848,2025-10-02,2025,10,October,Q4,CUST-01317,Family,25-34,Male,Egypt,Delta,Tanta,Marketplace,Social Media,Home & Kitchen,Microwave,Microwave Model A,Wallet,Standard,No Campaign,1,5343.32,0.0887,4869.33,3320.21,1549.12,0.3181,5,2.5,Yes,8
ORD-013849,2024-02-25,2024,2,February,Q1,CUST-03044,Family,35-44,Male,Egypt,Canal & Sinai,Ismailia,Mobile App,Search Engine,Home & Kitchen,Coffee Machine,Coffee Machine Model Lite,Debit Card,Standard,No Campaign,1,12729.57,0.032,12321.61,7375.1,4946.51,0.4014,4,3.9,No,1
ORD-013850,2024-01-12,2024,1,January,Q1,CUST-00727,Young Professional,25-34,Male,Egypt,Delta,Tanta,Online Store,Search Engine,Books & Stationery,Notebook Pack,Notebook Pack Model B,Wallet,Express,No Campaign,2,119.29,0,238.58,117.53,121.05,0.5074,1,4.8,No,3
ORD-013851,2025-01-16,2025,1,January,Q1,CUST-01337,Family,35-44,Female,Egypt,Alexandria Coast,Borg El Arab,Online Store,Search Engine,Electronics,Smartphone,Smartphone Model Pro,Wallet,Standard,No Campaign,1,30785.68,0.1052,27547.93,21958.96,5588.97,0.2029,6,4.0,No,1
ORD-013852,2025-12-29,2025,12,December,Q4,CUST-04220,Premium,45-54,Male,Egypt,Upper Egypt,Sohag,Mobile App,Search Engine,Fashion,Jacket,Jacket Model A,Wallet,Standard,No Campaign,4,2889.29,0.0183,11345.93,6207.06,5138.87,0.4529,8,3.8,No,1
ORD-013853,2025-03-13,2025,3,March,Q1,CUST-05134,Family,45-54,Male,Egypt,Upper Egypt,Aswan,Physical Store,Direct,Beauty,Perfume,Perfume Model Max,Debit Card,Store Pickup,No Campaign,1,1764.28,0,1764.28,829.99,934.29,0.5296,2,4.5,No,0
ORD-013854,2024-04-10,2024,4,April,Q2,CUST-03990,Young Professional,18-24,Male,Egypt,Alexandria Coast,Marsa Matruh,Physical Store,Social Media,Electronics,Smart Watch,Smart Watch Model Lite,Wallet,Store Pickup,Ramadan Sale,4,12704.88,0.0273,49431.74,37726.08,11705.66,0.2368,0,3.5,Yes,0
ORD-013855,2024-07-09,2024,7,July,Q3,CUST-04344,Premium,35-44,Male,Egypt,Greater Cairo,6th of October,Online Store,Paid Ads,Home & Kitchen,Blender,Blender Model Max,Credit Card,Same Day,No Campaign,1,3753.66,0.0057,3732.15,2712.13,1020.02,0.2733,1,4.8,No,5
ORD-013856,2025-04-11,2025,4,April,Q2,CUST-04589,Student,25-34,Female,Egypt,Greater Cairo,New Cairo,Online Store,Direct,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner Model A,Cash,Standard,Ramadan Sale,1,15995.59,0.1444,13685.99,8487.79,5198.2,0.3798,3,5,No,2
ORD-013857,2025-09-26,2025,9,September,Q3,CUST-01832,Young Professional,35-44,Female,Egypt,Greater Cairo,Giza,Mobile App,Search Engine,Beauty,Skincare Set,Skincare Set Model Pro,Credit Card,Standard,Back to School,1,804.76,0.1272,702.41,333.16,369.25,0.5257,7,4.5,No,2
ORD-013858,2025-08-22,2025,8,August,Q3,CUST-02465,Young Professional,25-34,Female,Egypt,Greater Cairo,Giza,Mobile App,Paid Ads,Beauty,Perfume,Perfume Model Pro,Wallet,Standard,No Campaign,1,1145.73,0.0186,1124.37,630.64,493.73,0.4391,7,4.3,No,6
ORD-013859,2025-01-13,2025,1,January,Q1,CUST-03476,Student,18-24,Male,Egypt,Delta,Tanta,Mobile App,Referral,Fashion,Sneakers,Sneakers Model A,Credit Card,Express,No Campaign,1,1706.52,0.0322,1651.59,810.44,841.15,0.5093,1,4.9,No,3
ORD-013860,2025-03-15,2025,3,March,Q1,CUST-02944,Premium,35-44,Female,Egypt,Canal & Sinai,Ismailia,Physical Store,Referral,Electronics,Power Bank,Power Bank Model Max,Cash,Store Pickup,Ramadan Sale,1,936.36,0.0774,863.89,693.8,170.09,0.1969,1,4.8,No,0
ORD-013861,2024-01-25,2024,1,January,Q1,CUST-03920,Family,35-44,Male,Egypt,Greater Cairo,Giza,Mobile App,Direct,Electronics,Smartphone,Smartphone Model Pro,Wallet,Express,No Campaign,1,27666.12,0,27666.12,21692.27,5973.85,0.2159,3,4.0,No,5
ORD-013862,2024-01-13,2024,1,January,Q1,CUST-02977,Corporate,55+,Female,Egypt,Delta,Tanta,Online Store,Paid Ads,Beauty,Perfume,Perfume Model Max,Credit Card,Standard,No Campaign,1,2701.2,0,2701.2,1303.82,1397.38,0.5173,7,2.8,No,4
ORD-013863,2024-06-08,2024,6,June,Q2,CUST-03780,Premium,45-54,Female,Egypt,Upper Egypt,Qena,Mobile App,Social Media,Fashion,T-Shirt,T-Shirt Model C,Cash,Express,No Campaign,4,698.26,0.0494,2654.95,1386.14,1268.81,0.4779,2,4.9,No,1
ORD-013864,2025-05-28,2025,5,May,Q2,CUST-05030,Young Professional,25-34,Male,Egypt,Greater Cairo,6th of October,Marketplace,Search Engine,Fashion,Sneakers,Sneakers Model B,Cash,Standard,No Campaign,1,2609.85,0.0384,2509.74,1277.2,1232.54,0.4911,3,3.3,No,4
ORD-013865,2025-09-16,2025,9,September,Q3,CUST-01724,Premium,35-44,Female,Egypt,Canal & Sinai,Sharm El Sheikh,Physical Store,Email,Beauty,Skincare Set,Skincare Set Model A,Wallet,Express,Back to School,2,2459.07,0.0579,4633.22,1980.79,2652.43,0.5725,2,4.1,No,0
ORD-013866,2025-09-04,2025,9,September,Q3,CUST-04068,Premium,35-44,Male,Egypt,Greater Cairo,New Cairo,Physical Store,Social Media,Fashion,T-Shirt,T-Shirt Model A,Debit Card,Store Pickup,No Campaign,1,475.44,0.1144,421.06,260.21,160.85,0.382,1,3.2,No,0
ORD-013867,2025-03-18,2025,3,March,Q1,CUST-01892,Premium,35-44,Female,Egypt,Greater Cairo,New Cairo,Mobile App,Paid Ads,Beauty,Hair Dryer,Hair Dryer Model C,Credit Card,Standard,Ramadan Sale,1,2172.25,0.1651,1813.57,960.63,852.94,0.4703,3,3.4,No,3
ORD-013868,2024-06-12,2024,6,June,Q2,CUST-04210,Young Professional,25-34,Female,Egypt,Greater Cairo,New Cairo,Mobile App,Search Engine,Home & Kitchen,Air Fryer,Air Fryer Model Max,Credit Card,Standard,No Campaign,1,12814.58,0.0341,12378.18,7713.13,4665.05,0.3769,5,4.5,No,4
ORD-013869,2025-03-11,2025,3,March,Q1,CUST-03926,Family,45-54,Female,Egypt,Upper Egypt,Aswan,Online Store,Direct,Sports,Yoga Mat,Yoga Mat Model A,Credit Card,Standard,Ramadan Sale,2,717.21,0.091,1303.93,681.22,622.71,0.4776,6,3.9,No,5
ORD-013870,2024-01-06,2024,1,January,Q1,CUST-02430,Corporate,35-44,Male,Egypt,Delta,Zagazig,Physical Store,Referral,Home & Kitchen,Cookware Set,Cookware Set Model A,Cash,Store Pickup,No Campaign,1,2290.06,0,2290.06,1547.77,742.29,0.3241,2,5,No,0
